sample_id, sample_time_start, sample_time_end, port_0_rx_bytes, port_0_tx_bytes, port_0_rx_packets, port_0_tx_packets, pcie_link_latency_total_read_packets, pcie_link_latency_total_read_ns, pcie_link_latency_max_read_ns, pcie_link_latency_min_read_ns
2149,1284272.456353714,1284272.456390496, 22652512500163, 9567866575036230, 237326753877, 8900274553292, 1073, 664923, 1008, 483
2150,1284272.456454582,1284272.456491400, 22652512501163, 9567866576275028, 237326753887, 8900274554438, 1076, 662025, 1000, 482
2151,1284272.456555752,1284272.456592670, 22652512501963, 9567866577519002, 237326753897, 8900274555586, 1085, 670144, 1010, 485
2152,1284272.456655872,1284272.456692624, 22652512502963, 9567866578745726, 237326753907, 8900274556719, 1064, 650857, 1025, 482
2153,1284272.456757184,1284272.456793962, 22652512503963, 9567866579989028, 237326753917, 8900274557868, 1080, 666367, 1005, 485
2154,1284272.456858726,1284272.456895582, 22652512504963, 9567866581235874, 237326753925, 8900274559021, 1087, 670382, 987, 483
2155,1284272.456959966,1284272.456996808, 22652512505963, 9567866582479560, 237326753935, 8900274560170, 1080, 665419, 998, 482
2156,1284272.457059996,1284272.457096764, 22652512506763, 9567866583705806, 237326753945, 8900274561304, 1065, 657141, 1053, 483
2157,1284272.457161378,1284272.457198140, 22652512507763, 9567866584949490, 237326753953, 8900274562453, 1082, 669114, 1019, 483
2158,1284272.457262620,1284272.457299366, 22652512508763, 9567866586192026, 237326753963, 8900274563601, 1080, 676050, 1033, 485
2159,1284272.457364038,1284272.457400940, 22652512509763, 9567866587438298, 237326753973, 8900274564753, 1084, 675614, 987, 482
2160,1284272.457465620,1284272.457502530, 22652512510763, 9567866588685434, 237326753983, 8900274565906, 1084, 672630, 1033, 485
2161,1284272.457565976,1284272.457602828, 22652512511563, 9567866589915800, 237326753993, 8900274567044, 1070, 656055, 980, 482
2162,1284272.457666878,1284272.457703722, 22652512512563, 9567866591154022, 237326754001, 8900274568188, 1075, 664321, 1003, 483
2163,1284272.457767200,1284272.457804080, 22652512513563, 9567866592385920, 237326754011, 8900274569326, 1064, 665966, 994, 483
2164,1284272.457869092,1284272.457905854, 22652512514563, 9567866593635260, 237326754021, 8900274570481, 1086, 664416, 985, 482
2165,1284272.457969962,1284272.458006764, 22652512515363, 9567866594873388, 237326754031, 8900274571625, 1075, 660796, 989, 483
2166,1284272.458071198,1284272.458107946, 22652512516363, 9567866596115156, 237326754039, 8900274572772, 1079, 677733, 1085, 485
2167,1284272.458172266,1284272.458209010, 22652512517363, 9567866597355680, 237326754049, 8900274573919, 1080, 663137, 989, 487
2168,1284272.458272892,1284272.458309560, 22652512518363, 9567866598590358, 237326754059, 8900274575060, 1066, 662392, 1025, 480
2169,1284272.458374330,1284272.458411036, 22652512519363, 9567866599835864, 237326754069, 8900274576211, 1086, 674878, 1060, 482
2170,1284272.458474744,1284272.458511496, 22652512520163, 9567866601068242, 237326754079, 8900274577350, 1070, 665853, 983, 485
2171,1284272.458576474,1284272.458613200, 22652512521163, 9567866602316622, 237326754087, 8900274578503, 1079, 667433, 980, 482
2172,1284272.458676672,1284272.458713354, 22652512522163, 9567866603546604, 237326754097, 8900274579640, 1068, 661014, 1033, 483
2173,1284272.458777774,1284272.458814494, 22652512522963, 9567866604787320, 237326754107, 8900274580787, 1069, 661846, 1000, 485
2174,1284272.458878534,1284272.458915234, 22652512523963, 9567866606023818, 237326754117, 8900274581930, 1073, 659694, 1025, 482
2175,1284272.458979552,1284272.459016308, 22652512524963, 9567866607263766, 237326754125, 8900274583076, 1078, 662662, 987, 485
2176,1284272.459080394,1284272.459117144, 22652512525963, 9567866608501222, 237326754135, 8900274584220, 1078, 660558, 1016, 482
2177,1284272.459181428,1284272.459218100, 22652512526963, 9567866609741076, 237326754145, 8900274585365, 1076, 665753, 985, 483
2178,1284272.459283138,1284272.459319964, 22652512527763, 9567866610989744, 237326754155, 8900274586519, 1082, 666855, 994, 487
2179,1284272.459383266,1284272.459419998, 22652512528763, 9567866612218576, 237326754165, 8900274587655, 1064, 655425, 1058, 482
2180,1284272.459483590,1284272.459520404, 22652512529763, 9567866613449804, 237326754173, 8900274588793, 1069, 661085, 983, 487
2181,1284272.459585176,1284272.459621944, 22652512530763, 9567866614696650, 237326754183, 8900274589945, 1082, 675516, 1053, 483
2182,1284272.459685306,1284272.459722078, 22652512531563, 9567866615924814, 237326754193, 8900274591081, 1066, 661648, 998, 485
2183,1284272.459785456,1284272.459822292, 22652512532563, 9567866617154988, 237326754201, 8900274592218, 1069, 655966, 994, 485
2184,1284272.459885824,1284272.459922590, 22652512533563, 9567866618386214, 237326754211, 8900274593355, 1064, 657101, 989, 483
2185,1284272.459987374,1284272.460024176, 22652512534563, 9567866619632774, 237326754221, 8900274594507, 1081, 670471, 1010, 480
2186,1284272.460088974,1284272.460125848, 22652512535563, 9567866620880294, 237326754231, 8900274595660, 1084, 671503, 1016, 483
2187,1284272.460189324,1284272.460226084, 22652512536363, 9567866622110946, 237326754241, 8900274596797, 1066, 660682, 982, 482
2188,1284272.460290172,1284272.460326982, 22652512537363, 9567866623348786, 237326754249, 8900274597942, 1076, 671525, 1037, 483
2189,1284272.460391008,1284272.460427750, 22652512538363, 9567866624586914, 237326754259, 8900274599085, 1071, 664030, 1035, 485
2190,1284272.460492700,1284272.460529436, 22652512539363, 9567866625834622, 237326754269, 8900274600239, 1088, 678162, 1042, 485
2191,1284272.460592952,1284272.460630052, 22652512540163, 9567866627067002, 237326754279, 8900274601379, 1079, 668612, 996, 485
2192,1284272.460694248,1284272.460731072, 22652512541163, 9567866628309442, 237326754287, 8900274602526, 1075, 665628, 989, 485
2193,1284272.460795720,1284272.460832580, 22652512542163, 9567866629554468, 237326754297, 8900274603677, 1089, 680600, 1146, 485
2194,1284272.460896536,1284272.460933402, 22652512543163, 9567866630791446, 237326754307, 8900274604820, 1072, 658867, 1026, 483
2195,1284272.460996640,1284272.461033634, 22652512543963, 9567866632019896, 237326754317, 8900274605956, 1068, 655696, 975, 485
2196,1284272.461097796,1284272.461134890, 22652512544963, 9567866633264826, 237326754327, 8900274607105, 1090, 674435, 987, 483
2197,1284272.461198434,1284272.461235372, 22652512545963, 9567866634496916, 237326754335, 8900274608245, 1075, 667337, 992, 421
2198,1284272.461299946,1284272.461336886, 22652512546963, 9567866635743188, 237326754345, 8900274609397, 1086, 678801, 1176, 485
2199,1284272.461400546,1284272.461437484, 22652512547763, 9567866636977772, 237326754355, 8900274610538, 1066, 653789, 1042, 485
2200,1284272.461501310,1284272.461538356, 22652512548763, 9567866638213886, 237326754365, 8900274611683, 1082, 669301, 978, 482
2201,1284272.461602610,1284272.461639376, 22652512549763, 9567866639456708, 237326754373, 8900274612828, 1078, 670139, 985, 480
2202,1284272.461703890,1284272.461740790, 22652512550763, 9567866640699818, 237326754383, 8900274613979, 1087, 680139, 1319, 425
2203,1284272.461804264,1284272.461841320, 22652512551629, 9567866641932390, 237326754393, 8900274615119, 1076, 665900, 989, 421
2204,1284272.461904486,1284272.461941332, 22652512552563, 9567866643162084, 237326754403, 8900274616253, 1064, 659030, 1001, 483
2205,1284272.462005268,1284272.462042238, 22652512553563, 9567866644399062, 237326754413, 8900274617398, 1083, 673533, 1107, 428
2206,1284272.462105974,1284272.462142994, 22652512554563, 9567866645635944, 237326754421, 8900274618541, 1081, 670312, 975, 483
2207,1284272.462207222,1284272.462244004, 22652512555563, 9567866646877232, 237326754431, 8900274619687, 1077, 668866, 1057, 487
2208,1284272.462308886,1284272.462345728, 22652512556363, 9567866648125806, 237326754441, 8900274620841, 1089, 663912, 1000, 482
2209,1284272.462410046,1284272.462447110, 22652512557363, 9567866649369586, 237326754449, 8900274621990, 1085, 678908, 1037, 442
2210,1284272.462510128,1284272.462547032, 22652512558363, 9567866650596406, 237326754459, 8900274623124, 1063, 655628, 987, 485
2211,1284272.462611770,1284272.462648634, 22652512559363, 9567866651843350, 237326754469, 8900274624276, 1092, 672889, 987, 421
2212,1284272.462713468,1284272.462750378, 22652512560363, 9567866653092306, 237326754479, 8900274625431, 1093, 680458, 1176, 485
2213,1284272.462814886,1284272.462851860, 22652512561163, 9567866654337812, 237326754489, 8900274626582, 1085, 667587, 976, 483
2214,1284272.462914890,1284272.462951842, 22652512562163, 9567866655564536, 237326754497, 8900274627715, 1064, 656571, 991, 485
2215,1284272.463015190,1284272.463052034, 22652512563163, 9567866656794518, 237326754507, 8900274628852, 1065, 655682, 982, 483
2216,1284272.463115536,1284272.463152384, 22652512564163, 9567866658026512, 237326754517, 8900274629991, 1072, 657973, 996, 485
2217,1284272.463216652,1284272.463253466, 22652512564963, 9567866659267228, 237326754527, 8900274631137, 1077, 668755, 982, 485
2218,1284272.463317012,1284272.463353862, 22652512565963, 9567866660499126, 237326754535, 8900274632275, 1068, 665530, 1060, 482
2219,1284272.463417722,1284272.463454592, 22652512566963, 9567866661735816, 237326754545, 8900274633418, 1083, 674126, 1158, 419
2220,1284272.463518302,1284272.463555254, 22652512567763, 9567866662969058, 237326754555, 8900274634559, 1071, 671650, 1005, 423
2221,1284272.463618480,1284272.463655308, 22652512568763, 9567866664199232, 237326754565, 8900274635695, 1070, 668758, 1017, 487
2222,1284272.463719424,1284272.463756276, 22652512569763, 9567866665438604, 237326754573, 8900274636840, 1081, 666450, 1089, 421
2223,1284272.463819868,1284272.463856712, 22652512570763, 9567866666670216, 237326754583, 8900274637979, 1075, 659301, 1039, 483
2224,1284272.463921196,1284272.463958036, 22652512571763, 9567866667914764, 237326754593, 8900274639128, 1084, 674525, 978, 483
2225,1284272.464022090,1284272.464058858, 22652512572763, 9567866669152604, 237326754603, 8900274640273, 1051, 667905, 1089, 483
2226,1284272.464123368,1284272.464160230, 22652512573629, 9567866670394754, 237326754614, 8900274641423, 1083, 703835, 1110, 485
2227,1284272.464224038,1284272.464260798, 22652512574629, 9567866671630582, 237326754622, 8900274642563, 1072, 665621, 1026, 483
2228,1284272.464325066,1284272.464361786, 22652512575629, 9567866672869476, 237326754632, 8900274643709, 1081, 659366, 1003, 485
2229,1284272.464426456,1284272.464463234, 22652512576429, 9567866674114598, 237326754642, 8900274644859, 1085, 670825, 982, 483
2230,1284272.464528134,1284272.464564862, 22652512577429, 9567866675362500, 237326754652, 8900274646013, 1086, 664648, 992, 485
2231,1284272.464628244,1284272.464664966, 22652512578429, 9567866676590470, 237326754660, 8900274647148, 1070, 657192, 983, 483
2232,1284272.464728530,1284272.464765326, 22652512579429, 9567866677821602, 237326754670, 8900274648286, 1067, 653737, 1000, 485
2233,1284272.464829492,1284272.464866218, 22652512580429, 9567866679060400, 237326754680, 8900274649430, 1075, 652394, 1000, 487
2234,1284272.464930046,1284272.464966800, 22652512581229, 9567866680295080, 237326754690, 8900274650572, 1073, 659428, 978, 485
2235,1284272.465031530,1284272.465068270, 22652512582229, 9567866681540680, 237326754698, 8900274651722, 1084, 670123, 978, 482
2236,1284272.465132438,1284272.465169148, 22652512583229, 9567866682778424, 237326754708, 8900274652867, 1074, 661032, 1044, 483
2237,1284272.465233292,1284272.465270048, 22652512584229, 9567866684016552, 237326754718, 8900274654011, 1073, 657016, 989, 483
2238,1284272.465333400,1284272.465370080, 22652512585029, 9567866685245482, 237326754728, 8900274655146, 1068, 659841, 996, 482
2239,1284272.465434806,1284272.465471530, 22652512586029, 9567866686489838, 237326754736, 8900274656297, 1082, 671630, 992, 482
2240,1284272.465536594,1284272.465573370, 22652512587029, 9567866687739080, 237326754746, 8900274657451, 1088, 669900, 991, 483
2241,1284272.465637414,1284272.465674228, 22652512588029, 9567866688976632, 237326754756, 8900274658595, 1071, 656141, 994, 483
2242,1284272.465738426,1284272.465775210, 22652512589029, 9567866690216388, 237326754766, 8900274659740, 1072, 656101, 991, 485
2243,1284272.465839718,1284272.465876614, 22652512589829, 9567866691459404, 237326754776, 8900274660890, 1076, 663462, 1001, 483
2244,1284272.465941398,1284272.465978262, 22652512590829, 9567866692707400, 237326754784, 8900274662042, 1080, 660600, 980, 482
2245,1284272.466041720,1284272.466078790, 22652512591829, 9567866693939490, 237326754794, 8900274663182, 1068, 655305, 1048, 482
2246,1284272.466142054,1284272.466178918, 22652512592629, 9567866695169954, 237326754804, 8900274664318, 1065, 651525, 994, 482
2247,1284272.466242280,1284272.466279094, 22652512593629, 9567866696399744, 237326754814, 8900274665456, 1071, 664514, 1001, 483
2248,1284272.466342598,1284272.466379474, 22652512594629, 9567866697630972, 237326754822, 8900274666594, 1069, 662000, 1007, 485
2249,1284272.466442818,1284272.466479622, 22652512595629, 9567866698861338, 237326754832, 8900274667730, 1070, 656778, 1012, 485
2250,1284272.466544534,1284272.466581326, 22652512596629, 9567866700109430, 237326754842, 8900274668883, 1084, 675398, 991, 482
2251,1284272.466645994,1284272.466682814, 22652512597429, 9567866701355608, 237326754852, 8900274670035, 1084, 664658, 975, 485
2252,1284272.466746372,1284272.466783200, 22652512598429, 9567866702587314, 237326754862, 8900274671174, 1068, 660485, 992, 483
2253,1284272.466847158,1284272.466883912, 22652512599429, 9567866703823908, 237326754870, 8900274672316, 1070, 650673, 1017, 483
2254,1284272.466948120,1284272.466984944, 22652512600429, 9567866705063474, 237326754880, 8900274673462, 1077, 655255, 978, 482
2255,1284272.467048238,1284272.467084964, 22652512601229, 9567866706291540, 237326754890, 8900274674597, 1070, 659091, 1083, 483
2256,1284272.467148710,1284272.467185496, 22652512602229, 9567866707525164, 237326754898, 8900274675737, 1073, 664555, 994, 487
2257,1284272.467249384,1284272.467286178, 22652512603229, 9567866708760896, 237326754908, 8900274676879, 1068, 654180, 989, 483
2258,1284272.467350944,1284272.467387710, 22652512604229, 9567866710007456, 237326754918, 8900274678030, 1086, 666739, 998, 483
2259,1284272.467451586,1284272.467488394, 22652512605029, 9567866711242516, 237326754928, 8900274679173, 1076, 665641, 1008, 483
2260,1284272.467551742,1284272.467588484, 22652512606029, 9567866712471732, 237326754938, 8900274680308, 1066, 656841, 998, 485
2261,1284272.467652460,1284272.467689268, 22652512607029, 9567866713707752, 237326754946, 8900274681451, 1074, 659628, 976, 485
2262,1284272.467753286,1284272.467790130, 22652512608029, 9567866714945208, 237326754956, 8900274682594, 1069, 654055, 1082, 485
2263,1284272.467854786,1284272.467891596, 22652512609029, 9567866716191098, 237326754966, 8900274683746, 1082, 667930, 1037, 480
2264,1284272.467955464,1284272.467992378, 22652512609829, 9567866717426256, 237326754976, 8900274684889, 1076, 659330, 1005, 483
2265,1284272.468056564,1284272.468093510, 22652512610829, 9567866718666970, 237326754984, 8900274686036, 1082, 666767, 996, 483
2266,1284272.468157828,1284272.468194724, 22652512611829, 9567866719910080, 237326754994, 8900274687184, 1079, 660350, 983, 483
2267,1284272.468259156,1284272.468295990, 22652512612629, 9567866721153572, 237326755004, 8900274688333, 1071, 665298, 976, 483
2268,1284272.468359434,1284272.468396274, 22652512613629, 9567866722384896, 237326755014, 8900274689472, 1069, 655873, 1089, 487
2269,1284272.468461122,1284272.468498096, 22652512614629, 9567866723632320, 237326755024, 8900274690626, 1089, 666635, 1008, 480
2270,1284272.468561848,1284272.468598826, 22652512615629, 9567866724868722, 237326755032, 8900274691768, 1079, 665173, 982, 485
2271,1284272.468662494,1284272.468699332, 22652512616629, 9567866726103878, 237326755042, 8900274692908, 1070, 659344, 985, 482
2272,1284272.468763280,1284272.468800126, 22652512617429, 9567866727340858, 237326755052, 8900274694052, 1073, 661732, 1028, 485
2273,1284272.468864824,1284272.468901744, 22652512618429, 9567866728588662, 237326755062, 8900274695205, 1083, 663335, 994, 482
2274,1284272.468965884,1284272.469002810, 22652512619429, 9567866729829664, 237326755070, 8900274696350, 1074, 663289, 991, 485
2275,1284272.469067602,1284272.469104466, 22652512620429, 9567866731077182, 237326755080, 8900274697503, 1085, 669157, 1005, 483
2276,1284272.469169194,1284272.469206192, 22652512621429, 9567866732325754, 237326755090, 8900274698658, 1084, 666816, 980, 487
2277,1284272.469269302,1284272.469306204, 22652512622229, 9567866733553438, 237326755100, 8900274699791, 1067, 659101, 996, 485
2278,1284272.469369952,1284272.469406898, 22652512623229, 9567866734789170, 237326755110, 8900274700934, 1075, 662642, 1032, 485
2279,1284272.469470876,1284272.469507852, 22652512624229, 9567866736027776, 237326755118, 8900274702079, 1078, 662069, 983, 485
2280,1284272.469572272,1284272.469609160, 22652512625229, 9567866737270790, 237326755128, 8900274703228, 1076, 662598, 985, 480
2281,1284272.469673240,1284272.469711008, 22652512626029, 9567866738516298, 237326755138, 8900274704380, 1084, 663282, 989, 478
2282,1284272.469774828,1284272.469811936, 22652512627029, 9567866739757970, 237326755148, 8900274705527, 1076, 659387, 985, 483
2283,1284272.469875068,1284272.469912106, 22652512628029, 9567866740988336, 237326755156, 8900274706664, 1072, 654928, 983, 483
2284,1284272.469975164,1284272.470012004, 22652512629029, 9567866742214964, 237326755166, 8900274707797, 1064, 652892, 987, 483
2285,1284272.470076878,1284272.470113710, 22652512630029, 9567866743464206, 237326755176, 8900274708951, 1084, 660053, 1030, 487
2286,1284272.470177428,1284272.470214338, 22652512630829, 9567866744698502, 237326755186, 8900274710093, 1069, 645208, 989, 485
2287,1284272.470278074,1284272.470314790, 22652512631829, 9567866745932222, 237326755194, 8900274711232, 1071, 660257, 1005, 487
2288,1284272.470378970,1284272.470415722, 22652512632829, 9567866747170732, 237326755204, 8900274712377, 1072, 664010, 1050, 483
2289,1284272.470479726,1284272.470516420, 22652512633829, 9567866748407134, 237326755214, 8900274713519, 1075, 663642, 996, 485
2290,1284272.470580472,1284272.470617184, 22652512634629, 9567866749643442, 237326755224, 8900274714662, 1075, 660575, 1010, 483
2291,1284272.470681784,1284272.470718586, 22652512635629, 9567866750887032, 237326755232, 8900274715812, 1082, 663253, 996, 485
2292,1284272.470782724,1284272.470819500, 22652512636629, 9567866752126020, 237326755242, 8900274716956, 1080, 670998, 989, 483
2293,1284272.470884034,1284272.470920836, 22652512637629, 9567866753369610, 237326755252, 8900274718106, 1080, 664021, 991, 485
2294,1284272.470985190,1284272.471021924, 22652512638629, 9567866754610324, 237326755262, 8900274719253, 1081, 673078, 1000, 485
2295,1284272.471085926,1284272.471122882, 22652512639429, 9567866755849124, 237326755272, 8900274720398, 1071, 664387, 1007, 482
2296,1284272.471186568,1284272.471223350, 22652512640429, 9567866757082652, 237326755280, 8900274721537, 1070, 659433, 998, 487
2297,1284272.471287944,1284272.471324716, 22652512641429, 9567866758326814, 237326755290, 8900274722687, 1082, 663996, 1058, 485
2298,1284272.471389650,1284272.471426410, 22652512642229, 9567866759574910, 237326755300, 8900274723841, 1076, 660682, 991, 483
2299,1284272.471491084,1284272.471527824, 22652512643229, 9567866760819456, 237326755310, 8900274724991, 1086, 659148, 1012, 483
2300,1284272.471592512,1284272.471629286, 22652512644229, 9567866762063908, 237326755320, 8900274726142, 1083, 658046, 1046, 485
2301,1284272.471693784,1284272.471730670, 22652512645229, 9567866763307784, 237326755328, 8900274727290, 1082, 665255, 1023, 485
2302,1284272.471795400,1284272.471832202, 22652512646229, 9567866764553960, 237326755338, 8900274728442, 1084, 669587, 983, 480
2303,1284272.471896084,1284272.471932914, 22652512647029, 9567866765789886, 237326755348, 8900274729584, 1073, 661732, 983, 483
2304,1284272.471997680,1284272.472034466, 22652512648029, 9567866767037020, 237326755358, 8900274730737, 1082, 662092, 975, 483
2305,1284272.472098312,1284272.472135018, 22652512649029, 9567866768271410, 237326755366, 8900274731877, 1069, 662221, 987, 485
2306,1284272.472198972,1284272.472235768, 22652512650029, 9567866769507238, 237326755376, 8900274733020, 1076, 664742, 1066, 480
2307,1284272.472300080,1284272.472336844, 22652512651029, 9567866770748336, 237326755386, 8900274734166, 1078, 665533, 987, 487
2308,1284272.472401304,1284272.472438112, 22652512651829, 9567866771990488, 237326755396, 8900274735315, 1081, 662039, 980, 483
2309,1284272.472502710,1284272.472539462, 22652512652829, 9567866773235324, 237326755406, 8900274736466, 1082, 666235, 998, 483
2310,1284272.472604406,1284272.472641164, 22652512653829, 9567866774483128, 237326755414, 8900274737619, 1084, 670716, 976, 483
2311,1284272.472705540,1284272.472742210, 22652512654895, 9567866775723842, 237326755425, 8900274738766, 1079, 684380, 1064, 485
2312,1284272.472807306,1284272.472844096, 22652512655895, 9567866776973470, 237326755435, 8900274739921, 1090, 687298, 1094, 482
2313,1284272.472907582,1284272.472944374, 22652512656695, 9567866778204506, 237326755445, 8900274741059, 1072, 659082, 996, 485
2314,1284272.473007896,1284272.473044712, 22652512657695, 9567866779435350, 237326755455, 8900274742195, 1067, 654742, 976, 485
2315,1284272.473109084,1284272.473145850, 22652512658695, 9567866780677406, 237326755463, 8900274743343, 1080, 664871, 1001, 485
2316,1284272.473210424,1284272.473247304, 22652512659695, 9567866781920802, 237326755473, 8900274744495, 1084, 666241, 1003, 483
2317,1284272.473310470,1284272.473347312, 22652512660495, 9567866783149254, 237326755483, 8900274745629, 1069, 661526, 1017, 483
2318,1284272.473410730,1284272.473447580, 22652512661495, 9567866784379428, 237326755491, 8900274746766, 1069, 658185, 1016, 483
2319,1284272.473511734,1284272.473548638, 22652512662495, 9567866785619854, 237326755501, 8900274747912, 1076, 658723, 987, 482
2320,1284272.473611830,1284272.473648798, 22652512663495, 9567866786847824, 237326755511, 8900274749049, 1066, 656117, 989, 485
2321,1284272.473712534,1284272.473749388, 22652512664295, 9567866788083748, 237326755521, 8900274750190, 1067, 660455, 1003, 482
2322,1284272.473813030,1284272.473849812, 22652512665295, 9567866789316798, 237326755529, 8900274751329, 1072, 658037, 1051, 482
2323,1284272.473914026,1284272.473950864, 22652512666295, 9567866790557128, 237326755539, 8900274752475, 1083, 667116, 1035, 487
2324,1284272.474015332,1284272.474052266, 22652512667295, 9567866791799952, 237326755549, 8900274753625, 1078, 659925, 985, 483
2325,1284272.474116996,1284272.474153866, 22652512668295, 9567866793047180, 237326755559, 8900274754778, 1084, 665275, 991, 483
2326,1284272.474217598,1284272.474254432, 22652512669095, 9567866794282340, 237326755569, 8900274755918, 1073, 660858, 989, 485
2327,1284272.474317878,1284272.474354706, 22652512670095, 9567866795513280, 237326755577, 8900274757056, 1068, 657430, 992, 482
2328,1284272.474418690,1284272.474455594, 22652512671095, 9567866796751406, 237326755587, 8900274758200, 1075, 666735, 985, 483
2329,1284272.474520314,1284272.474557140, 22652512671895, 9567866797998926, 237326755597, 8900274759352, 1078, 665346, 1014, 485
2330,1284272.474620728,1284272.474657572, 22652512672895, 9567866799232070, 237326755607, 8900274760492, 1071, 658133, 982, 482
2331,1284272.474721642,1284272.474758484, 22652512673895, 9567866800469622, 237326755615, 8900274761635, 1075, 667205, 1001, 485
2332,1284272.474822748,1284272.474859546, 22652512674895, 9567866801710432, 237326755625, 8900274762782, 1077, 670810, 1039, 485
2333,1284272.474924336,1284272.474961320, 22652512675895, 9567866802959294, 237326755635, 8900274763937, 1083, 655880, 1014, 482
2334,1284272.475025008,1284272.475061862, 22652512676695, 9567866804193492, 237326755645, 8900274765077, 1062, 650078, 985, 480
2335,1284272.475126018,1284272.475162914, 22652512677695, 9567866805432674, 237326755655, 8900274766223, 1076, 653787, 1000, 485
2336,1284272.475226834,1284272.475263624, 22652512678695, 9567866806670130, 237326755663, 8900274767365, 1075, 665541, 991, 482
2337,1284272.475327764,1284272.475364594, 22652512679695, 9567866807908256, 237326755673, 8900274768510, 1076, 665587, 983, 485
2338,1284272.475429046,1284272.475465838, 22652512680495, 9567866809151272, 237326755683, 8900274769659, 1078, 666294, 982, 483
2339,1284272.475530158,1284272.475567006, 22652512681495, 9567866810393424, 237326755693, 8900274770807, 1077, 671894, 992, 483
2340,1284272.475631764,1284272.475668580, 22652512682495, 9567866811639888, 237326755703, 8900274771958, 1083, 662200, 982, 485
2341,1284272.475733482,1284272.475770176, 22652512683495, 9567866812886734, 237326755711, 8900274773111, 1082, 673858, 980, 485
2342,1284272.475833796,1284272.475870500, 22652512684495, 9567866814118346, 237326755721, 8900274774249, 1072, 650125, 980, 483
2343,1284272.475934050,1284272.475970828, 22652512685295, 9567866815349000, 237326755731, 8900274775387, 1065, 658021, 987, 483
2344,1284272.476034782,1284272.476071838, 22652512686295, 9567866816586170, 237326755739, 8900274776531, 1073, 666092, 1014, 485
2345,1284272.476135792,1284272.476172508, 22652512687295, 9567866817824680, 237326755749, 8900274777675, 1078, 663739, 1091, 482
2346,1284272.476236896,1284272.476273572, 22652512688295, 9567866819065490, 237326755759, 8900274778821, 1082, 662385, 1098, 483
2347,1284272.476338012,1284272.476374748, 22652512689095, 9567866820306494, 237326755769, 8900274779968, 1082, 664316, 1005, 485
2348,1284272.476439194,1284272.476475930, 22652512690095, 9567866821548644, 237326755779, 8900274781115, 1082, 662498, 978, 485
2349,1284272.476540424,1284272.476577156, 22652512691095, 9567866822790892, 237326755787, 8900274782264, 1081, 661258, 978, 482
2350,1284272.476641780,1284272.476678534, 22652512692095, 9567866824034768, 237326755797, 8900274783414, 1073, 654228, 1010, 483
2351,1284272.476741902,1284272.476778608, 22652512693095, 9567866825263410, 237326755807, 8900274784550, 1065, 656932, 1003, 487
2352,1284272.476842704,1284272.476879856, 22652512693895, 9567866826503168, 237326755817, 8900274785697, 1085, 665185, 983, 482
2353,1284272.476942862,1284272.476979756, 22652512694895, 9567866827731232, 237326755825, 8900274786830, 1069, 672616, 1135, 485
2354,1284272.477042980,1284272.477079948, 22652512695895, 9567866828961310, 237326755835, 8900274787967, 1073, 663689, 982, 485
2355,1284272.477143126,1284272.477180010, 22652512696695, 9567866830188708, 237326755845, 8900274789102, 1060, 657539, 982, 487
2356,1284272.477243696,1284272.477280484, 22652512697695, 9567866831422234, 237326755855, 8900274790242, 1077, 667557, 1001, 483
2357,1284272.477345082,1284272.477381912, 22652512698695, 9567866832667166, 237326755863, 8900274791392, 1082, 669392, 1137, 433
2358,1284272.477445528,1284272.477482420, 22652512699695, 9567866833899544, 237326755873, 8900274792532, 1074, 665264, 982, 482
2359,1284272.477546176,1284272.477582976, 22652512700495, 9567866835135276, 237326755883, 8900274793673, 1074, 664791, 1014, 482
2360,1284272.477646504,1284272.477683382, 22652512701495, 9567866836367654, 237326755893, 8900274794812, 1075, 666057, 1050, 421
2361,1284272.477746600,1284272.477783404, 22652512702495, 9567866837594570, 237326755901, 8900274795946, 1067, 655475, 982, 483
2362,1284272.477847210,1284272.477884026, 22652512703495, 9567866838829056, 237326755911, 8900274797087, 1078, 673846, 1080, 417
2363,1284272.477948524,1284272.477989814, 22652512704495, 9567866840127072, 237326755921, 8900274798286, 1139, 698966, 1026, 483
2364,1284272.478050210,1284272.478087146, 22652512705295, 9567866841320644, 237326755931, 8900274799389, 1035, 631648, 991, 483
2365,1284272.478151504,1284272.478188344, 22652512706295, 9567866842564136, 237326755939, 8900274800539, 1086, 672844, 1103, 485
2366,1284272.478252140,1284272.478289078, 22652512707295, 9567866843799964, 237326755949, 8900274801681, 1076, 662573, 1083, 483
2367,1284272.478353378,1284272.478390246, 22652512708295, 9567866845041828, 237326755959, 8900274802828, 1080, 666592, 978, 483
2368,1284272.478453644,1284272.478490450, 22652512709095, 9567866846272290, 237326755969, 8900274803966, 1072, 664623, 992, 485
2369,1284272.478553750,1284272.478590768, 22652512710095, 9567866847501602, 237326755977, 8900274805102, 1077, 677580, 1092, 482
2370,1284272.478654280,1284272.478691230, 22652512711095, 9567866848734172, 237326755987, 8900274806241, 1075, 657573, 982, 421
2371,1284272.478754706,1284272.478791584, 22652512712095, 9567866849967414, 237326755997, 8900274807381, 1066, 662969, 1101, 483
2372,1284272.478856128,1284272.478892964, 22652512713095, 9567866851211960, 237326756007, 8900274808531, 1085, 679642, 1058, 487
2373,1284272.478957382,1284272.478994234, 22652512713895, 9567866852454400, 237326756017, 8900274809680, 1082, 661857, 1001, 419
